CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,CustomerSentimentScore,Churn,PushNotificationClicks,EmailOpenRate,AppUsageTime,SocialMediaAdClicks,ProductReviewCount,ReferralCount,CartAbandonmentRate,WishlistItems,AverageSessionDuration,DeviceType
CUST2068,59,Female,Lake Jeffberg,Gold,98,428.68,Toys,2024-07-30,3.99,58.89,23,0.38,-0.2,1,44,0.49,34.79,3,12,3,0.3,18,5.68,Desktop
CUST2069,23,Female,Lake Terri,Silver,63,6127.92,Books,2024-01-28,6.8,29.39,23,0.38,0.16,1,19,0.94,54.19,12,23,8,0.48,6,5.77,Desktop
CUST2070,57,Male,Nathanfurt,Silver,41,7948.98,Clothing,2024-06-21,6.79,32.29,97,0.41,0.52,0,25,0.4,114.09,18,44,9,0.64,5,25.91,Tablet
CUST2071,56,Female,Robertsonmouth,Gold,79,2372.49,Clothing,2024-10-02,6.8,55.41,44,0.29,0.01,1,46,0.74,68.67,8,37,2,0.89,1,11.78,Tablet
CUST2072,50,Male,Turnerport,Bronze,98,7219.95,Home Goods,2024-01-29,8.79,23.5,72,0.08,0.48,1,21,0.69,39.62,12,43,6,0.14,19,6.3,Tablet
CUST2073,42,Female,Karenhaven,Bronze,79,5080.11,Electronics,2024-05-19,2.01,37.17,93,0.47,0.8,0,40,0.93,103.09,14,17,9,0.41,17,25.45,Desktop
CUST2074,47,Non-Binary,Warrenfurt,Platinum,68,1533.78,Electronics,2024-03-31,9.11,34.77,10,0.25,0.22,1,28,0.31,32.56,11,15,4,0.17,18,16.54,Mobile
CUST2075,55,Male,Emilyborough,Silver,95,6278.88,Books,2024-01-18,7.31,28.25,54,0.12,0.07,1,18,0.42,91.23,13,0,8,0.65,19,5.36,Desktop
CUST2076,53,Non-Binary,Katrinaville,Platinum,81,2371.43,Books,2024-05-09,9.06,14.64,32,0.42,-0.17,0,48,0.52,52.22,17,44,1,0.51,7,17.19,Mobile
CUST2077,68,Non-Binary,East Kathyborough,Bronze,5,8492.93,Home Goods,2024-06-14,7.72,27.67,17,0.22,0.04,0,48,0.59,30.37,19,44,3,0.17,13,19.07,Tablet
CUST2078,65,Non-Binary,Schneiderburgh,Bronze,87,8822.86,Electronics,2024-09-06,1.55,58.69,30,0.43,0.22,1,3,0.73,18.88,4,4,10,0.6,10,13.42,Desktop
CUST2079,20,Non-Binary,Curryborough,Silver,13,216.97,Toys,2024-12-12,2.57,35.46,0,0.1,-0.53,1,39,0.15,54.79,19,50,3,0.33,18,23.07,Desktop
CUST2080,46,Female,New Ericburgh,Gold,9,8592.6,Electronics,2024-10-18,2.83,24.27,15,0.39,0.68,1,24,0.22,48.22,20,9,5,0.33,10,29.04,Mobile
CUST2081,69,Female,North Michaelaview,Platinum,11,8645.91,Books,2024-10-30,2.49,3.66,17,0.32,-0.81,0,50,0.52,31.26,5,8,2,0.1,10,27.03,Tablet
CUST2082,54,Non-Binary,Jeffreyburgh,Bronze,3,7899.61,Electronics,2024-09-12,4.65,11.69,61,0.06,-0.12,0,34,0.4,110.37,9,24,9,0.76,5,24.03,Tablet
CUST2083,59,Non-Binary,North Stephenmouth,Gold,2,7429.03,Toys,2024-11-22,5.34,12.43,36,0.01,0.13,0,14,0.23,20.89,20,38,10,0.71,7,10.71,Mobile
CUST2084,30,Non-Binary,Gordonborough,Gold,7,5195.55,Home Goods,2024-03-12,3.76,11.69,51,0.35,0.91,1,16,0.87,65.21,14,19,5,0.84,12,14.77,Desktop
CUST2085,38,Female,Lake Miguel,Gold,43,7180.04,Electronics,2024-03-26,5.58,19.03,75,0.34,-0.81,0,44,0.95,57.38,13,7,4,0.38,13,29.55,Desktop
CUST2086,56,Female,East Patriciahaven,Bronze,12,4023.76,Books,2024-07-30,3.33,40.8,91,0.32,-0.76,1,41,0.03,13.24,16,20,10,0.73,5,18.98,Tablet
CUST2087,48,Male,Powellland,Bronze,41,4794.29,Clothing,2024-06-01,9.45,4.37,98,0.45,-0.04,0,34,0.1,10.82,1,15,0,0.88,13,25.22,Desktop
CUST2088,50,Male,West Baileyview,Silver,46,2937.4,Clothing,2024-12-18,4.51,31.03,1,0.31,-0.12,0,27,0.67,117.82,15,42,10,0.27,8,18.06,Mobile
CUST2089,27,Male,North Maria,Gold,26,9059.53,Toys,2024-10-29,9.11,23.83,14,0.07,-0.26,0,50,0.54,70.8,4,20,10,0.83,6,25.27,Mobile
CUST2090,21,Male,East Michaelport,Platinum,96,8441.35,Toys,2025-01-01,6.57,34.39,62,0.35,0.94,1,40,0.17,101.07,10,16,0,0.01,14,13.25,Mobile
CUST2091,46,Female,Petersonhaven,Silver,20,3518.87,Home Goods,2024-05-30,5.27,58.87,49,0.29,0.99,0,38,0.65,34.4,15,12,5,0.68,14,15.64,Tablet
CUST2092,24,Male,Nicoleshire,Gold,28,1805.27,Electronics,2024-01-21,6.3,53.85,26,0.16,0.58,1,32,0.57,37.2,18,7,4,0.39,2,18.54,Tablet
CUST2093,69,Non-Binary,South Joshua,Platinum,40,2615.62,Home Goods,2024-07-13,4.29,54.76,13,0.45,-0.44,1,31,0.73,77.54,14,32,5,0.6,10,28.98,Desktop
CUST2094,39,Female,Williamhaven,Platinum,9,9176.22,Home Goods,2024-11-11,3.58,37.61,96,0.03,0.65,0,6,0.73,67.32,11,30,3,0.47,14,9.04,Tablet
CUST2095,63,Non-Binary,South Rhonda,Silver,47,9559.56,Books,2024-12-05,5.74,28.67,77,0.04,-0.32,1,27,0.92,69.91,20,0,0,0.93,17,16.15,Mobile
CUST2096,23,Female,Lake Amandaberg,Gold,80,2690.36,Clothing,2024-05-28,5.06,40.21,11,0.06,0.74,1,44,0.04,25.58,2,41,4,0.1,18,23.24,Desktop
CUST2097,50,Female,New James,Bronze,41,4332.23,Home Goods,2024-01-31,3.05,45.42,73,0.09,0.48,0,18,0.03,99.77,6,41,2,0.61,18,13.38,Desktop
CUST2098,59,Non-Binary,Smithbury,Silver,75,8275.93,Electronics,2024-05-16,3.17,22.48,64,0.24,-0.79,1,48,0.35,32.65,2,22,1,0.95,7,9.09,Desktop
CUST2099,29,Non-Binary,South Kathryn,Silver,58,2181.63,Toys,2024-01-24,3.59,54.99,54,0.3,0.64,1,25,0.43,4.81,10,48,4,0.15,15,13.53,Desktop
CUST2100,20,Female,East Michelle,Silver,61,5397.29,Electronics,2024-02-11,5.96,27.19,31,0.06,-0.29,0,50,0.65,1.33,8,2,3,0.83,1,10.07,Desktop
CUST2101,33,Male,Andersonchester,Platinum,44,3680.15,Toys,2024-11-27,3.68,12.53,59,0.22,0.88,1,10,0.45,20.11,13,39,1,0.98,6,23.38,Desktop
CUST2102,63,Female,Traviston,Gold,91,752.98,Home Goods,2024-10-07,1.25,46.33,87,0.19,0.72,1,39,0.83,81.8,6,35,6,0.07,16,11.55,Tablet
CUST2103,46,Male,Elijahborough,Bronze,23,6067.4,Toys,2024-04-29,3.9,29.84,83,0.18,0.79,1,8,0.67,114.2,13,10,6,0.11,15,27.97,Tablet
CUST2104,46,Male,East Clintontown,Gold,38,2252.68,Electronics,2024-07-07,2.41,1.42,2,0.49,0.24,0,36,0.54,116.24,15,9,5,0.44,4,16.15,Desktop
CUST2105,51,Male,North Chelsea,Silver,39,7075.31,Home Goods,2024-04-25,9.41,7.82,67,0.33,-0.9,1,5,0.67,112.75,20,4,1,0.91,12,14.99,Tablet
CUST2106,51,Non-Binary,Feliciaville,Platinum,13,5569.46,Home Goods,2024-04-30,3.56,20.8,46,0.02,0.08,0,48,0.41,86.81,13,48,8,0.88,4,3.89,Tablet
CUST2107,57,Male,West Deborahton,Platinum,72,254.14,Toys,2024-09-26,3.77,40.99,85,0.1,0.65,1,31,0.05,32.54,4,26,9,0.83,3,5.73,Mobile
CUST2108,28,Male,Clairefurt,Silver,21,6893.78,Electronics,2024-03-08,7.98,6.66,44,0.12,-0.21,0,30,0.55,117.31,3,8,9,0.19,14,19.77,Desktop
CUST2109,41,Male,Jerrychester,Platinum,20,7580.95,Electronics,2024-08-31,3.63,57.94,28,0.41,0.81,1,48,0.43,113.99,6,46,9,0.69,16,29.89,Tablet
CUST2110,41,Female,Cindyborough,Gold,21,8024.49,Home Goods,2024-07-22,6.47,40.88,49,0.38,0.89,0,12,0.58,19.83,13,23,4,0.74,16,20.34,Desktop
CUST2111,36,Female,Port Brittany,Platinum,54,6728.23,Books,2024-10-16,9.28,13.13,0,0.04,-0.88,1,24,0.88,4.37,0,39,0,0.37,5,26.54,Tablet
CUST2112,42,Male,West Courtney,Gold,16,2485.14,Home Goods,2024-10-08,7.15,48.69,53,0.19,-0.15,1,49,0.24,27.83,13,14,3,0.39,19,4.41,Mobile
CUST2113,44,Non-Binary,Jeffreybury,Gold,69,5997.99,Home Goods,2025-01-05,5.14,44.08,100,0.48,-0.42,0,1,0.83,115.44,4,11,6,0.12,6,3.91,Mobile
CUST2114,67,Female,New Katherine,Platinum,80,1556.13,Toys,2024-12-09,5.61,51.15,19,0.49,-0.14,0,20,0.73,45.94,19,11,10,0.59,2,5.01,Tablet
CUST2115,39,Non-Binary,Port Nancy,Silver,53,4619.28,Books,2024-01-18,4.84,1.27,22,0.34,0.7,1,15,0.85,5.11,9,17,4,0.58,8,19.51,Tablet
CUST2116,61,Male,Pottsfurt,Gold,21,5073.16,Home Goods,2024-07-23,3.13,58.02,24,0.33,0.76,0,48,0.95,5.24,18,0,0,0.01,9,22.83,Tablet
CUST2117,56,Male,Lindseychester,Bronze,72,6644.6,Clothing,2024-09-29,9.69,26.02,1,0.13,-0.06,0,38,0.85,95.02,8,45,2,0.7,17,13.91,Desktop
CUST2118,21,Male,Westport,Gold,71,8753.92,Toys,2024-08-16,1.11,21.08,52,0.12,-0.27,1,0,0.68,21.75,8,49,9,0.23,14,15.07,Desktop
CUST2119,68,Male,Jenniferport,Platinum,81,7379.88,Electronics,2024-11-03,6.54,30.99,24,0.47,-0.59,1,34,0.98,16.92,14,33,8,1.0,19,21.74,Desktop
CUST2120,58,Male,Port Cynthia,Gold,61,8058.66,Books,2024-02-17,9.72,41.58,44,0.15,0.59,0,4,0.69,74.24,20,18,1,0.81,9,24.28,Mobile
CUST2121,59,Female,Maddenville,Bronze,90,5722.2,Electronics,2024-04-29,4.16,52.18,53,0.1,0.88,1,5,0.59,72.04,5,40,6,0.68,14,18.31,Tablet
CUST2122,39,Male,West Juan,Bronze,36,4313.29,Books,2024-10-23,8.93,41.51,60,0.34,0.78,0,50,0.95,76.63,15,1,8,0.46,12,27.2,Mobile
CUST2123,22,Female,North Raymondborough,Bronze,89,5904.63,Books,2024-02-08,9.32,25.79,26,0.36,-0.5,0,0,0.03,47.01,4,41,7,0.74,19,11.76,Tablet
CUST2124,39,Female,New Alyssaport,Silver,32,5193.48,Electronics,2024-06-21,4.57,4.71,82,0.19,0.32,0,1,0.97,57.82,9,31,8,0.95,7,20.73,Mobile
CUST2125,24,Female,Jonesborough,Bronze,15,1634.54,Electronics,2025-01-12,3.57,55.75,94,0.43,0.96,0,2,0.75,38.39,11,18,10,0.48,4,3.15,Mobile
CUST2126,53,Female,Daniellemouth,Silver,85,8878.58,Home Goods,2024-05-05,1.64,31.9,45,0.38,-0.01,1,30,0.08,15.26,10,36,3,0.85,10,25.06,Desktop
CUST2127,61,Female,North Dennismouth,Bronze,19,6936.94,Electronics,2024-06-07,7.61,40.74,62,0.5,-0.6,0,44,0.82,74.88,15,12,3,0.77,15,6.02,Desktop
CUST2128,42,Female,Chandlerside,Bronze,57,703.12,Toys,2024-07-19,1.62,28.98,58,0.44,0.87,1,30,0.05,67.98,12,33,2,0.96,5,14.78,Desktop
CUST2129,36,Non-Binary,South Toddshire,Gold,13,9932.76,Clothing,2024-10-24,6.36,56.56,47,0.27,-0.01,1,34,0.64,26.64,19,15,6,0.61,12,28.55,Tablet
CUST2130,34,Male,East Melissabury,Platinum,97,3213.57,Electronics,2024-10-19,5.18,30.56,50,0.16,0.04,1,15,0.91,12.14,18,16,2,0.17,1,27.82,Mobile
CUST2131,64,Female,Martinberg,Bronze,6,5829.87,Home Goods,2024-02-24,2.94,59.19,79,0.13,-0.66,1,7,0.24,57.65,18,5,1,0.01,9,13.44,Tablet
CUST2132,60,Male,Katherinemouth,Platinum,18,1415.16,Home Goods,2024-08-11,2.63,29.25,93,0.36,-0.08,1,33,0.04,117.6,17,26,0,0.87,9,22.68,Tablet
CUST2133,56,Male,Port Tammyview,Silver,49,4845.48,Home Goods,2024-05-10,6.32,49.97,37,0.13,-0.91,0,10,0.81,72.87,15,8,0,0.79,19,25.33,Tablet
CUST2134,27,Male,North Susan,Platinum,61,2814.98,Electronics,2024-09-09,3.88,55.31,21,0.32,0.65,0,46,0.51,6.15,10,15,3,0.41,0,19.75,Mobile
CUST2135,39,Female,Ambertown,Platinum,49,4549.2,Toys,2024-03-06,3.52,35.88,98,0.32,-0.95,0,26,0.53,60.25,2,48,10,0.66,19,27.66,Desktop
CUST2136,23,Female,Caseyborough,Bronze,62,1461.55,Home Goods,2024-08-18,7.79,49.93,77,0.17,-0.01,0,13,0.59,36.07,3,9,8,0.1,4,7.52,Desktop
CUST2137,55,Male,Edwardsmouth,Platinum,22,3830.74,Electronics,2024-06-23,7.9,56.98,66,0.37,-0.82,1,30,0.83,14.05,19,20,5,0.67,11,1.36,Tablet
CUST2138,60,Non-Binary,Port Robert,Bronze,99,460.65,Clothing,2024-10-27,4.64,55.03,39,0.01,-1.0,0,40,0.06,91.39,9,41,8,0.56,4,23.83,Mobile
CUST2139,27,Female,Stephenstad,Silver,3,986.46,Toys,2024-07-08,8.92,59.58,8,0.49,-0.99,1,16,0.22,90.89,16,48,9,0.48,20,21.92,Desktop
CUST2140,40,Male,Robinsonberg,Bronze,76,7316.1,Toys,2025-01-05,6.31,25.23,0,0.1,0.27,1,4,0.17,37.18,18,8,4,0.35,4,4.42,Mobile
CUST2141,37,Male,Lake Mark,Platinum,89,6022.35,Clothing,2024-08-03,4.69,17.02,38,0.23,0.6,0,37,0.53,22.01,7,32,7,0.17,16,16.34,Mobile
CUST2142,59,Female,Randyport,Gold,47,7502.22,Clothing,2024-01-18,6.19,30.27,1,0.4,-0.99,0,34,0.35,50.09,6,31,2,0.87,1,29.07,Tablet
CUST2143,62,Female,Mcdonaldville,Silver,57,3875.25,Electronics,2024-09-19,2.76,10.92,90,0.35,-0.7,0,31,0.86,35.47,7,17,9,0.48,7,16.33,Mobile
CUST2144,60,Male,New David,Bronze,75,2601.07,Toys,2024-03-09,7.36,12.85,4,0.05,-0.52,1,43,0.91,109.75,12,19,1,0.06,18,1.6,Desktop
CUST2145,43,Male,Timothyfurt,Platinum,74,2751.22,Electronics,2024-07-15,9.18,29.91,27,0.23,0.81,0,47,0.82,92.48,6,1,5,0.53,1,10.11,Mobile
CUST2146,26,Non-Binary,New James,Silver,24,9055.13,Clothing,2025-01-01,0.97,50.54,95,0.11,0.63,0,3,0.23,8.01,19,8,5,0.21,18,26.23,Desktop
CUST2147,56,Male,Adkinsville,Silver,58,8333.25,Toys,2024-05-02,9.58,39.81,20,0.05,-0.19,0,13,0.41,63.48,18,36,1,0.62,17,8.18,Mobile
CUST2148,63,Female,South Patty,Silver,3,6522.11,Books,2024-08-17,3.83,53.22,60,0.09,0.19,0,11,0.85,0.48,13,7,5,0.92,17,6.62,Mobile
CUST2149,23,Female,Port Kenneth,Bronze,63,5964.69,Books,2024-05-21,5.29,46.15,26,0.03,0.23,0,11,0.66,27.88,0,12,10,0.8,0,14.26,Mobile
CUST2150,37,Male,Erinville,Gold,86,1711.07,Clothing,2024-07-03,2.25,21.69,2,0.42,0.15,1,20,0.95,32.35,2,13,2,0.29,4,20.61,Desktop
CUST2151,53,Non-Binary,Lake Amanda,Silver,73,2431.11,Electronics,2024-03-06,8.43,24.23,27,0.18,-0.31,1,3,0.88,54.22,9,8,1,0.45,10,15.3,Tablet
CUST2152,42,Male,Port Gailberg,Gold,45,5723.33,Clothing,2024-10-26,4.26,52.44,96,0.09,0.41,0,46,0.22,84.26,8,9,9,0.67,20,7.37,Desktop
CUST2153,59,Male,Andersonfort,Bronze,44,1121.71,Toys,2024-07-01,2.32,16.57,16,0.23,0.07,0,32,0.15,50.72,15,30,8,0.1,7,5.51,Desktop
CUST2154,68,Female,Melvinberg,Platinum,11,9760.28,Home Goods,2024-09-14,0.86,20.75,39,0.31,0.59,1,5,0.9,90.14,3,27,3,0.13,11,9.0,Tablet
CUST2155,39,Non-Binary,East John,Platinum,48,9854.77,Toys,2024-10-27,7.71,27.22,98,0.15,-0.77,0,39,0.79,72.23,11,1,6,0.96,4,13.96,Mobile
CUST2156,70,Male,Berryport,Platinum,9,6629.36,Toys,2024-06-06,3.61,44.74,67,0.42,-0.2,0,12,0.5,64.79,18,13,2,0.86,7,18.24,Mobile
CUST2157,26,Non-Binary,Austinside,Silver,23,5049.69,Books,2024-11-26,5.02,23.72,22,0.32,-0.83,0,14,0.57,31.84,18,37,3,0.02,9,8.12,Tablet
CUST2158,60,Non-Binary,Roberthaven,Gold,18,3979.78,Home Goods,2024-06-14,6.57,16.3,90,0.34,-0.96,1,39,0.13,28.62,14,11,0,0.99,17,3.39,Desktop
CUST2159,62,Male,Cynthiamouth,Bronze,80,8187.42,Electronics,2024-06-11,2.14,35.42,56,0.35,0.76,0,43,0.89,8.75,15,50,8,0.63,9,22.73,Tablet
CUST2160,65,Female,West Shelia,Gold,39,9442.64,Books,2024-08-24,3.17,16.64,38,0.13,-0.48,1,9,0.12,91.27,2,7,1,0.36,14,5.12,Mobile
CUST2161,61,Female,Fowlerville,Silver,87,5709.15,Toys,2024-11-15,1.7,27.11,88,0.24,-0.47,1,10,0.56,47.56,18,36,10,0.88,3,12.73,Tablet
CUST2162,51,Non-Binary,Lake Michael,Bronze,51,9835.71,Toys,2024-08-09,3.17,5.62,48,0.2,0.2,0,30,0.96,59.79,8,6,7,0.01,4,8.46,Mobile
CUST2163,23,Female,Thompsonland,Gold,20,5219.1,Electronics,2024-06-28,5.64,21.86,26,0.28,-0.44,1,16,0.57,0.54,20,26,2,0.57,8,8.36,Desktop
CUST2164,59,Female,Lake Kevinberg,Gold,15,5195.37,Clothing,2024-11-09,7.58,38.07,95,0.24,0.57,0,41,0.25,82.17,8,20,6,0.48,9,9.29,Desktop
CUST2165,60,Male,Josephborough,Platinum,86,588.82,Books,2024-02-18,3.4,44.56,41,0.36,-0.42,0,18,0.81,20.17,10,32,0,0.1,18,10.81,Mobile
CUST2166,45,Non-Binary,Hartville,Gold,26,5822.93,Home Goods,2024-10-21,6.8,17.23,16,0.3,0.34,1,23,0.32,67.45,19,48,7,0.3,15,1.33,Desktop
CUST2167,50,Non-Binary,Melissaton,Gold,82,9248.82,Clothing,2024-11-20,2.09,27.16,87,0.13,0.78,0,16,0.02,4.39,11,2,6,0.0,15,14.52,Tablet
CUST2168,41,Male,Stevenland,Silver,42,1761.05,Toys,2024-11-07,4.12,15.91,92,0.26,-0.2,1,42,0.45,15.33,19,24,1,0.63,17,8.46,Tablet
CUST2169,19,Non-Binary,West Scott,Bronze,38,1299.15,Home Goods,2024-03-14,5.76,19.86,29,0.34,-0.85,0,44,0.61,47.2,12,16,2,0.54,15,26.24,Desktop
CUST2170,41,Non-Binary,Jamesfort,Platinum,92,8180.52,Electronics,2024-05-04,5.89,3.13,100,0.29,0.92,1,22,0.35,47.96,2,13,4,0.45,20,14.84,Tablet
CUST2171,37,Non-Binary,Sarashire,Silver,11,247.54,Books,2024-12-20,5.44,38.67,43,0.14,-0.72,1,46,0.64,36.81,8,40,2,0.4,5,15.46,Mobile
CUST2172,29,Male,Josephmouth,Gold,46,2377.19,Home Goods,2024-02-29,2.91,15.94,52,0.3,0.38,0,18,0.09,41.24,1,32,0,0.89,13,22.04,Desktop
CUST2173,31,Female,Jonesmouth,Bronze,78,8900.74,Books,2025-01-09,6.72,46.7,10,0.4,0.97,1,49,0.46,46.77,19,23,4,0.26,16,1.79,Mobile
CUST2174,39,Female,Hinesburgh,Platinum,64,261.15,Toys,2024-04-26,0.97,15.24,14,0.43,0.38,0,18,0.87,73.4,14,50,4,0.32,11,10.99,Tablet
CUST2175,67,Non-Binary,Ryanburgh,Platinum,3,6947.48,Clothing,2024-09-23,1.29,30.21,71,0.48,0.76,1,30,0.57,116.78,14,21,1,0.84,13,14.68,Desktop
CUST2176,49,Female,South Hayley,Bronze,80,3920.8,Clothing,2024-06-05,6.52,36.43,65,0.23,-0.74,0,10,0.67,118.82,9,47,5,0.95,10,5.97,Tablet
CUST2177,30,Male,Brittneyburgh,Gold,76,4396.31,Clothing,2024-09-07,5.31,1.33,88,0.26,-0.79,0,28,0.71,73.78,2,4,6,0.8,11,10.72,Mobile
CUST2178,32,Female,Davisstad,Bronze,54,1234.68,Home Goods,2024-06-29,0.82,43.77,96,0.25,-0.32,1,33,0.38,90.64,16,8,8,0.81,0,11.66,Mobile
CUST2179,26,Male,Shahside,Platinum,22,9109.4,Books,2024-05-13,0.58,41.07,19,0.25,0.56,1,31,0.24,57.12,9,39,10,0.15,11,20.84,Mobile
CUST2180,27,Non-Binary,Port Kimberlymouth,Gold,47,5128.44,Clothing,2024-04-20,2.44,45.13,1,0.27,0.58,1,45,0.9,116.91,3,37,2,1.0,4,6.55,Mobile
CUST2181,22,Male,West Ronaldville,Gold,33,6350.65,Clothing,2024-03-10,9.14,37.06,31,0.46,0.89,0,38,0.04,98.47,4,32,10,0.82,16,28.12,Tablet
CUST2182,36,Male,Meganshire,Gold,25,6747.58,Electronics,2024-03-01,5.76,19.57,69,0.05,-0.66,0,11,0.26,7.35,12,27,0,0.2,8,18.55,Desktop
CUST2183,68,Male,Elizabethfurt,Bronze,66,5625.27,Clothing,2024-05-18,1.18,14.39,0,0.15,-0.24,1,18,0.58,118.03,8,25,7,0.93,7,24.13,Mobile
CUST2184,24,Non-Binary,Lorihaven,Bronze,36,8040.18,Toys,2024-03-01,8.62,37.8,87,0.23,0.49,0,18,0.91,8.66,0,44,2,0.03,0,17.1,Desktop
CUST2185,50,Female,Wendyfurt,Gold,67,4860.38,Books,2024-10-12,8.77,20.63,54,0.36,-0.64,1,28,0.97,43.93,10,15,7,0.96,9,18.55,Desktop
CUST2186,67,Female,North Amandastad,Silver,4,3923.71,Home Goods,2024-06-30,4.67,2.59,86,0.43,0.3,0,43,0.4,2.95,7,7,10,0.47,9,12.51,Mobile
CUST2187,52,Male,Bettytown,Platinum,63,210.92,Home Goods,2024-04-13,2.8,27.01,90,0.09,0.7,1,46,0.52,71.05,11,33,9,0.84,7,12.68,Mobile
CUST2188,65,Male,New Aaronborough,Gold,41,927.75,Electronics,2024-04-03,8.05,49.07,92,0.19,-0.18,1,43,0.34,28.58,4,43,9,0.18,20,22.78,Tablet
CUST2189,51,Female,North Audreyton,Bronze,22,3025.17,Toys,2024-05-04,5.51,17.5,74,0.31,0.44,0,29,0.27,53.99,19,1,9,0.01,9,17.18,Desktop
CUST2190,20,Non-Binary,Blakemouth,Bronze,7,3789.45,Toys,2024-04-05,4.3,52.15,42,0.4,0.17,0,4,0.26,13.81,7,20,10,0.93,4,1.24,Tablet
CUST2191,60,Male,Jonesborough,Platinum,84,7988.91,Electronics,2024-05-24,7.6,2.92,64,0.16,0.81,1,29,0.64,11.23,5,32,9,0.49,8,13.56,Tablet
CUST2192,39,Female,Jonesburgh,Platinum,31,2958.76,Books,2024-03-03,1.49,58.1,85,0.42,0.41,1,19,0.8,114.84,4,15,4,0.05,13,7.64,Mobile
CUST2193,67,Male,Lake Mandy,Silver,90,9180.96,Books,2024-09-13,3.79,31.97,52,0.15,0.18,1,1,0.83,113.04,14,0,9,0.92,8,1.5,Desktop
CUST2194,57,Male,Padillahaven,Bronze,40,2428.79,Electronics,2024-02-13,2.98,23.1,17,0.37,-0.23,0,26,0.32,2.87,12,39,9,0.68,11,14.94,Mobile
CUST2195,26,Male,Port Amymouth,Silver,34,5575.02,Toys,2024-11-26,4.46,32.39,84,0.25,0.01,1,25,0.16,100.72,18,28,4,0.25,5,28.93,Mobile
CUST2196,56,Non-Binary,East Christina,Platinum,58,9292.71,Toys,2024-06-11,0.65,12.72,8,0.05,-0.2,0,35,0.32,87.89,15,25,10,0.13,5,28.98,Desktop
CUST2197,42,Non-Binary,Carrbury,Bronze,56,6533.77,Toys,2024-10-17,2.83,32.49,71,0.26,-0.5,1,24,0.4,28.77,6,37,0,0.4,1,3.81,Desktop
CUST2198,27,Female,North Joshuatown,Platinum,44,6447.42,Books,2024-12-15,1.97,55.57,42,0.08,0.96,0,28,0.21,115.1,1,1,1,0.96,7,25.74,Desktop
CUST2199,28,Non-Binary,Cynthiabury,Bronze,6,942.02,Electronics,2025-01-11,4.23,35.24,25,0.15,0.15,0,36,0.87,62.5,10,50,8,0.69,19,23.02,Mobile
CUST2200,29,Non-Binary,Lake Kristin,Silver,35,5152.31,Toys,2024-06-21,6.34,12.01,83,0.14,-0.57,1,49,0.48,71.7,14,42,9,0.77,9,21.0,Tablet
CUST2201,62,Male,Hensonland,Gold,96,568.91,Clothing,2024-05-18,4.66,36.82,85,0.36,-0.62,0,36,0.25,16.22,5,18,8,0.55,17,8.16,Mobile
CUST2202,67,Female,East Ronnietown,Silver,98,4877.62,Electronics,2024-04-02,8.63,15.61,8,0.01,0.17,1,47,0.94,64.66,3,24,9,0.54,1,25.01,Desktop
CUST2203,57,Male,New Adam,Platinum,85,4269.29,Electronics,2024-03-30,9.35,36.45,90,0.4,0.96,1,16,0.04,100.89,16,12,2,0.59,11,25.75,Desktop
CUST2204,69,Male,Donnamouth,Platinum,59,7535.64,Toys,2024-09-18,8.33,18.87,13,0.29,-0.3,0,8,0.73,20.21,13,20,6,0.79,7,7.6,Desktop
CUST2205,28,Male,West Lauriemouth,Gold,85,8576.52,Toys,2024-03-09,4.33,44.68,12,0.08,0.75,1,0,0.27,14.92,8,1,6,0.34,7,5.68,Tablet
CUST2206,64,Female,South Nicholasland,Gold,11,6450.99,Electronics,2024-08-25,7.15,3.53,83,0.39,0.93,0,43,0.1,18.49,10,31,2,0.57,3,27.61,Tablet
CUST2207,46,Male,Lake Lauren,Gold,43,2030.38,Toys,2024-12-21,5.21,55.21,20,0.15,0.06,1,49,0.67,28.9,7,30,9,0.09,20,4.14,Mobile
CUST2208,20,Non-Binary,Michelleborough,Platinum,71,3162.37,Home Goods,2024-06-12,0.96,48.87,64,0.4,-0.65,0,24,0.81,80.65,4,14,3,0.06,17,16.76,Desktop
CUST2209,44,Non-Binary,Port Dustin,Silver,5,8676.91,Clothing,2024-06-07,3.66,2.72,97,0.13,0.08,0,7,0.15,88.05,13,47,10,0.4,11,29.97,Mobile
CUST2210,41,Female,Mariahmouth,Gold,17,5928.15,Electronics,2024-01-18,2.46,14.06,10,0.04,0.11,1,13,0.28,9.64,2,6,6,0.79,9,12.84,Mobile
CUST2211,61,Non-Binary,Riosstad,Bronze,80,8337.37,Electronics,2024-04-28,9.29,13.33,59,0.46,-0.18,1,30,0.65,66.4,12,35,7,1.0,7,25.31,Desktop
CUST2212,64,Male,New Justin,Platinum,2,7922.04,Clothing,2024-11-30,8.6,58.09,62,0.22,0.57,0,27,0.37,58.84,19,34,4,0.42,15,29.45,Desktop
CUST2213,33,Male,South Christian,Platinum,95,445.21,Clothing,2024-06-02,3.34,52.65,77,0.22,-0.39,0,38,0.74,106.91,2,21,0,0.88,17,18.91,Desktop
CUST2214,46,Female,South Brett,Silver,74,2065.7,Books,2024-03-06,5.95,6.15,3,0.46,-0.49,0,34,0.83,95.49,14,39,8,0.48,5,8.91,Tablet
